name,2bk,2kk,2wk,2xk
CPU,0.9659039316997549,0.9919409528760056,0.9897644474998132,0.9903046093531942
Memory,0.6950956357907055,0.12729021506947885,0.9890723297558662,0.9896136500809047
File Read,0.6683948224030303,0.5374431891446116,0.29214744456575603,1.0230155582723193
File Write,0.490004969211381,0.7518298992838188,0.6794333562156126,1.0042929888013443
